,0,1,2,3,4,5,6,7
0,0.0,0.048680540174245834,0.23333057761192322,-0.04422387108206749,-0.26735278964042664,1.0,1.0,66.0
1,0.0,0.0533471517264843,0.038866762071847916,-0.049570925533771515,0.011060151271522045,0.0,1.0,65.0
2,0.0,0.054124489426612854,-0.15551051497459412,-0.04934972524642944,0.28770002722740173,0.0,1.0,64.0
3,0.0,0.05101427808403969,-0.3498952388763428,-0.04359572380781174,0.5644192099571228,0.0,1.0,63.0
4,0.0,0.04401637241244316,-0.1541896015405655,-0.03230733796954155,0.25832659006118774,1.0,1.0,62.0
5,0.0,0.04093258082866669,0.04137832671403885,-0.02714080736041069,-0.0443689301609993,1.0,1.0,61.0
6,0.0,0.041760146617889404,-0.15334413945674896,-0.028028186410665512,0.23962877690792084,0.0,1.0,60.0
7,0.0,0.03869326412677765,0.04216676577925682,-0.023235609754920006,-0.06176159903407097,1.0,1.0,59.0
8,0.0,0.039536599069833755,-0.15261447429656982,-0.024470841512084007,0.22350072860717773,0.0,1.0,58.0
9,0.0,0.036484312266111374,-0.34737828373908997,-0.020000828430056572,0.508365273475647,0.0,1.0,57.0
10,0.0,0.029536744579672813,-0.15198031067848206,-0.009833522140979767,0.20944708585739136,1.0,1.0,56.0
11,0.0,0.026497138664126396,0.04328085109591484,-0.005644580814987421,-0.08632150292396545,1.0,1.0,55.0
12,0.0,0.027362756431102753,-0.15175974369049072,-0.007371010724455118,0.20457521080970764,0.0,1.0,54.0
13,0.0,0.024327561259269714,-0.34677550196647644,-0.0032795064616948366,0.494923859834671,0.0,1.0,53.0
14,0.0,0.017392050474882126,-0.1516074538230896,0.00661897100508213,0.2012092024087906,1.0,1.0,52.0
15,0.0,0.014359901659190655,0.04341920465230942,0.010643155314028263,-0.08937842398881912,1.0,1.0,51.0
16,0.0,0.015228286385536194,0.23838698863983154,0.008855585940182209,-0.37868452072143555,1.0,1.0,50.0
17,0.0,0.019996026530861855,0.04314040765166283,0.0012818959075957537,-0.08322261273860931,0.0,1.0,49.0
18,0.0,0.02085883356630802,-0.15199989080429077,-0.0003825563471764326,0.20986448228359222,0.0,1.0,48.0
19,0.0,0.017818836495280266,0.043127525597810745,0.0038147331215441227,-0.08293910324573517,1.0,1.0,47.0
20,0.0,0.01868138648569584,-0.15204890072345734,0.0021559512242674828,0.21094493567943573,0.0,1.0,46.0
21,0.0,0.015640409663319588,-0.3472016155719757,0.006374849937856197,0.5043071508407593,0.0,1.0,45.0
22,0.0,0.008696376346051693,-0.1521700769662857,0.016460992395877838,0.2136400192975998,1.0,1.0,44.0
23,0.0,0.00565297482535243,-0.34752345085144043,0.020733794197440147,0.5114697217941284,0.0,1.0,43.0
24,0.0,-0.0012974942801520228,-0.15269961953163147,0.030963188037276268,0.22539202868938446,1.0,1.0,42.0
25,0.0,-0.004351486451923847,-0.3482500910758972,0.035471029579639435,0.5276788473129272,0.0,1.0,41.0
26,0.0,-0.01131648849695921,-0.543852686882019,0.04602460563182831,0.8313245177268982,0.0,1.0,40.0
27,0.0,-0.02219354175031185,-0.3493889570236206,0.06265109777450562,0.5534642934799194,1.0,1.0,39.0
